Region,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion
Australia and New Zealand,2012,0.9982408724398899,70.1928690020913,30.71747239084327,0.4,0.921875,105.5,7.720555,2.251412344922529,,99.98253352318045,100.0,109.34029244999999,0.9905672272046407
Australia and New Zealand,2013,0.9960688107584494,70.63065730828376,30.71747239084327,0.45,0.921875,105.7,6.92671,2.168799787702667,,99.98415553623457,100.0,107.49797765,0.990931491057078
Australia and New Zealand,2014,0.9889160616559949,71.113741139897,32.49770431588613,0.5,0.9375,105.65,6.68371,2.086187230482805,,99.9928834523445,100.0,109.8767375,0.9912957549095154
Australia and New Zealand,2015,0.9928029579334636,71.32313204986042,30.96796606450669,0.5,0.9375,105.65,6.9471300000000005,2.0035746732629427,,99.99445716498084,100.0,115.08700145,0.9917569557825725
Australia and New Zealand,2016,0.9951848732138382,72.4630372949352,30.96796606450669,0.5,0.953125,105.65,6.49509,1.9209621160430803,,99.99461883890051,100.0,120.2045259,0.9922181566556294
Australia and New Zealand,2017,0.9984294950395234,73.60685852147986,33.45501474926253,0.5,0.953125,105.65,6.082520000000001,1.8383495588232182,,99.99478097500193,100.0,121.629912,0.9926793575286865
Australia and New Zealand,2018,1.0024431235271867,74.33785728436432,35.538348082595874,0.5,0.953125,105.5,6.15475,1.7557370016033558,,99.99494070749734,100.0,120.6247769,0.9935642033815384
Australia and New Zealand,2019,1.0019996776402635,74.80009341446053,36.5929203539823,0.5,0.953125,105.5,6.152565,1.669578911881299,,99.99502597037272,100.0,115.7546717,0.9944490492343903
Australia and New Zealand,2020,1.0063814155374664,73.78063705089613,38.55825958702065,0.5,0.953125,105.5,4.985975,1.5834208221592423,,99.99501991226839,100.0,114.22253615,0.9953338950872421
Australia and New Zealand,2021,1.0047239625069813,75.91907635879895,43.109397944199706,0.5,0.96875,105.5,4.985975,1.5834208221592423,,99.99501093611798,100.0,109.24018565,0.996218740940094
Australia and New Zealand,2022,1.006264916828297,77.4225025909148,43.8311209439528,0.5,0.96875,105.44999999999999,4.985975,1.5834208221592423,,99.9950056796493,100.0,110.86053575,0.996218740940094
Australia and New Zealand,2023,1.006264916828297,78.05465516630602,47.246696035242294,0.5,0.96875,105.44999999999999,4.985975,1.5834208221592423,,99.9950056796493,100.0,110.86053575,0.996218740940094
Australia and New Zealand,2024,1.006264916828297,78.00389603393641,44.88812144758616,0.5,0.96875,105.44999999999999,4.985975,1.5834208221592423,,99.9950056796493,100.0,110.86053575,0.996218740940094
Caribbean,1995,1.0158858785972222,60.654364307677334,12.86411352435919,7.68,0.6316287878787878,104.25,89.19156500000001,16.58947397796205,22.3,83.82878581284743,85.47282541910808,1.4149460976666666,0.5230414390563964
Caribbean,1996,1.0158858785972222,60.654364307677334,12.86411352435919,7.68,0.6344696969696969,104.29166666666667,89.19156500000001,16.58947397796205,22.30857142857143,83.82878581284743,85.99446898157755,1.693596854,0.5230414390563964
Caribbean,1997,1.0158858785972222,60.654364307677334,12.86411352435919,7.68,0.6344696969696969,104.18333333333334,89.19156500000001,16.58947397796205,22.002857142857145,83.82878581284743,85.9224792989095,2.0562766855,0.5230414390563964
Caribbean,1998,1.0158858785972222,60.654364307677334,11.647369230072597,7.68,0.637310606060606,104.10000000000001,89.19156500000001,16.58947397796205,21.697142857142858,83.82878581284743,86.22133142471313,2.9521675920833332,0.5230414390563964
Caribbean,1999,1.0158858785972222,60.654364307677334,14.058849539907449,7.68,0.637310606060606,104.05,89.19156500000001,16.58947397796205,21.391428571428573,83.82878581284743,86.90282323714193,5.3319140562500005,0.5230414390563964
Caribbean,2000,1.0158858785972222,60.654364307677334,12.63013100733013,7.68,0.637310606060606,104.01666666666667,89.19156500000001,16.58947397796205,21.885714285714283,83.82878581284743,87.075,10.585541782166667,0.5230414390563964
Caribbean,2001,1.0158209991100122,60.55487182761008,14.220408662736686,7.359999999999999,0.6600378787878788,103.96666666666665,87.45144333333333,16.58947397796205,22.50952380952381,84.18535256745683,88.14999999999999,15.4663393225,0.5230414390563964
Caribbean,2002,1.0157561196228022,60.74787022929383,24.460601259173142,7.859999999999999,0.6770833333333333,103.97500000000001,82.54874583333334,16.58947397796205,23.133333333333333,84.54231620548458,88.18333333333334,23.155207951666668,0.5230414390563964
Caribbean,2003,1.0159397142081423,60.67305047421983,12.714929650850138,7.989999999999999,0.6912878787878788,104.0,81.38176583333333,16.58947397796205,23.225714285714286,84.91549126024198,88.125,38.259242700166666,0.5230414390563964
Caribbean,2004,1.0161233087934824,60.79913474567625,20.376723614923634,8.48,0.6912878787878788,104.01666666666667,87.16651083333333,16.58947397796205,23.318095238095236,85.26221714073411,88.68333333333334,46.711059371333334,0.5230414390563964
Caribbean,2005,1.0163069033788226,61.07630884852604,20.88177411997414,7.624285714285714,0.6969696969696969,104.02499999999999,81.046665,16.58947397796205,23.410476190476192,85.62102476825281,88.35833333333333,54.93555210116667,0.5230414390563964
Caribbean,2006,1.0172208051620606,61.504846340164676,20.793226304153595,7.388571428571429,0.6969696969696969,104.05,79.96011916666667,16.58947397796205,23.502857142857142,85.97955451061917,89.65833333333335,66.34160994683333,0.5230414390563964
Caribbean,2007,1.0172221811324367,61.71382438896758,19.429687805035158,7.332857142857142,0.699810606060606,104.05,81.90108,16.074202864099387,23.16190476190476,86.33847011716482,90.64166666666667,77.47150432725,0.5230414390563964
Caribbean,2008,1.0175923191993268,62.06504795309077,21.346692159123098,7.177142857142857,0.7026515151515151,104.02499999999999,84.7057575,15.558931750236724,22.792857142857144,86.69789114388088,91.31666666666666,87.80514580358333,0.5230414390563964
Caribbean,2009,1.0181310867398563,61.85867031832479,20.421126007897715,7.0214285714285705,0.7026515151515151,104.04166666666667,85.05315333333333,15.043660636374062,22.423809523809524,87.05759137033643,91.20833333333333,95.72139943116667,0.5230414390563964
Caribbean,2010,1.019105072129976,62.24769073397651,21.155203948520075,6.845714285714285,0.7026515151515151,104.02499999999999,83.30780583333333,14.528389522511397,22.054761904761904,87.41837223624646,91.69166666666666,104.31421095600001,0.5230414390563964
Caribbean,2011,1.0207762242910101,62.510443617392546,20.286914322237454,6.87,0.7026515151515151,104.03333333333335,86.03028583333334,14.528389522511397,21.685714285714283,87.74401689465715,91.26666666666667,101.91217914833334,0.5230414390563964
Caribbean,2012,1.022038069407137,62.91605192532495,20.05130164996295,6.794285714285715,0.7026515151515151,104.04166666666667,82.308465,14.528389522511397,21.316666666666666,88.06521805127863,92.34166666666665,98.52361298083333,0.5389658023913702
Caribbean,2013,1.020924762608991,63.08070316890838,19.771112710452993,6.618571428571428,0.7026515151515151,104.03333333333335,81.41713,14.528389522511397,21.16857142857143,88.37746233163995,92.85833333333333,97.33125742916667,0.5548901657263438
Caribbean,2014,1.0212023554500271,63.17608777402581,20.517548591663672,6.682857142857142,0.7054924242424242,104.05833333333334,82.09239583333333,14.528389522511397,20.975238095238094,88.70262049267781,93.10833333333333,95.23666597083333,0.5708145290613175
Caribbean,2015,1.0227900125640907,63.40556624249021,21.222760666044106,6.487142857142857,0.7054924242424242,104.06666666666666,81.25684,14.528389522511397,20.781904761904762,88.95240101363923,93.59166666666665,103.477872855,0.577318308183125
Caribbean,2016,1.0207488228986226,63.71806957824529,21.529220138673914,6.371428571428572,0.7253787878787878,104.06666666666666,78.92255666666667,14.528389522511397,20.58857142857143,89.18147427919543,93.86666666666667,104.32181014333332,0.5838220873049327
Caribbean,2017,1.021472150946408,64.06973707154869,21.775550494739992,6.155714285714286,0.7253787878787878,104.05,75.72461083333333,14.528389522511397,20.395238095238096,89.4030588819408,94.35000000000001,103.4050752375,0.5903258664267403
Caribbean,2018,1.022307241280246,64.20747631859916,22.29672938543249,6.1,0.731060606060606,104.05833333333334,77.32559499999999,14.528389522511397,20.276190476190475,89.58886046998855,94.45,104.23347659583334,0.5857120247823852
Caribbean,2019,1.0231423316140842,65.43767653859446,25.99346396198939,6.113333333333333,0.731060606060606,104.04166666666667,78.14708916666667,14.528389522511397,20.157142857142855,89.78723103340688,94.675,103.4093449125,0.58109818313803
Caribbean,2020,1.0229373096635763,61.37493320767556,26.342152343891915,6.166666666666666,0.731060606060606,104.01666666666667,79.20065583333333,14.528389522511397,20.157142857142855,89.87045655319173,94.94166666666666,103.06085132666668,0.5764843414936747
Caribbean,2021,1.0227322877130685,64.0275698448453,26.92239152668093,6.159999999999999,0.7395833333333333,103.99166666666667,79.20065583333333,14.528389522511397,20.157142857142855,89.96407855524637,94.91666666666667,103.24472404833334,0.5718704998493195
Caribbean,2022,1.0225272657625606,66.38349417191522,27.070581894307033,6.14,0.7395833333333333,103.97500000000001,79.20065583333333,14.528389522511397,20.157142857142855,90.04198580756305,95.13333333333333,105.55110857666666,0.5718704998493195
Caribbean,2023,1.0225272657625606,68.04355823889675,27.30487298800755,6.14,0.7424242424242423,103.96666666666665,79.20065583333333,14.528389522511397,20.157142857142855,90.04198580756305,95.13333333333333,105.55110857666666,0.5718704998493195
Caribbean,2024,1.0225272657625606,68.15776208666908,26.951441667533718,6.14,0.7424242424242423,103.95,79.20065583333333,14.528389522511397,20.157142857142855,90.04198580756305,95.13333333333333,105.55110857666666,0.5718704998493195
Central Africa,1995,0.5807599052227348,60.28527763217934,7.111499019676925,44.771428571428565,0.45089285714285715,102.91428571428571,823.9130128571429,,43.65714285714286,33.32152361123175,25.0496819632394,0.05900336128571428,0.12496269095156874
Central Africa,1996,0.5807599052227348,60.28527763217934,7.111499019676925,44.771428571428565,0.46428571428571425,102.91428571428571,823.9130128571429,,43.68095238095238,33.32152361123175,25.261177022116524,0.10333878414285715,0.12496269095156874
Central Africa,1997,0.5807599052227348,60.28527763217934,7.111499019676925,44.771428571428565,0.46428571428571425,102.92857142857143,823.9130128571429,,43.7047619047619,33.32152361123175,25.495097800663547,0.14538487335714284,0.12496269095156874
Central Africa,1998,0.5807599052227348,60.28527763217934,5.996887089257183,44.771428571428565,0.4821428571428571,102.91428571428571,823.9130128571429,,43.74081632653061,33.32152361123175,25.90597324371338,0.154748837,0.12496269095156874
Central Africa,1999,0.5807599052227348,60.28527763217934,6.93722660573935,44.771428571428565,0.49999999999999994,102.89999999999999,823.9130128571429,,43.867346938775505,33.32152361123175,26.031541061401363,0.17337584442857143,0.12496269095156874
Central Africa,2000,0.5807599052227348,60.28527763217934,7.870444189840351,44.771428571428565,0.49999999999999994,102.88571428571429,823.9130128571429,,43.99387755102041,33.32152361123175,26.285714285714285,1.8188448915714284,0.12496269095156874
Central Africa,2001,0.5807599052227348,60.28527763217934,7.971241261260142,44.65,0.5133928571428571,102.87142857142858,800.1793114285714,,43.98112244897959,33.60973213364229,27.12857142857143,2.8670058325714285,0.12496269095156874
Central Africa,2002,0.5807599052227348,60.28527763217934,7.124171034101734,44.66428571428571,0.5133928571428571,102.88571428571429,780.0642457142858,,43.968367346938784,33.93364376260902,28.12857142857143,4.924757449714286,0.12496269095156874
Central Africa,2003,0.5807599052227348,60.28527763217934,8.545405196441292,44.67857142857143,0.5133928571428571,102.88571428571429,745.6114971428572,,43.95561224489796,34.2688114345264,28.87142857142857,6.279906004714285,0.12496269095156874
Central Africa,2004,0.5807599052227348,60.28527763217934,8.581329620521267,44.31428571428571,0.5312499999999999,102.85714285714286,715.3404214285714,,43.94285714285714,34.64346006809323,29.599999999999998,9.254253586428572,0.12496269095156874
Central Africa,2005,0.5815319955859032,60.49549052898002,10.345596395146135,43.56071428571429,0.5312499999999999,102.88571428571429,697.713232857143,,43.58155534941249,34.98188485543882,30.02857142857143,13.766561811428572,0.12496269095156874
Central Africa,2006,0.5823040859490717,62.45030090352316,10.41937922122254,42.43333333333333,0.5312499999999999,102.81428571428572,681.9070628571428,,43.30953927025356,35.30037011089736,31.142857142857142,18.751770534142857,0.12496269095156874
Central Africa,2007,0.5830761763122401,64.40511127806629,10.334848758356262,41.30595238095238,0.5312499999999999,102.81428571428572,669.5079242857142,,43.03752319109462,35.62118939785372,33.128571428571426,26.26086380942857,0.12496269095156874
Central Africa,2008,0.5768651780865763,62.789909845199055,11.07249039413537,39.926530612244896,0.5401785714285714,102.82857142857142,654.0635485714286,,42.728772418058135,35.94438159020651,33.27142857142857,33.230388937142855,0.12496269095156874
Central Africa,2009,0.5706541798609126,61.174708412331825,14.4036030281074,38.946009942438515,0.5401785714285714,102.81428571428572,654.0793714285713,,42.42002164502164,36.27316036198142,33.32857142857143,41.12666898285715,0.12496269095156874
Central Africa,2010,0.5643103206538583,59.5563628010081,14.323711493432116,37.96548927263213,0.5491071428571428,102.82857142857142,633.1782571428572,,41.98865182436611,36.605428241751255,35.18571428571428,46.36745219,0.12496269095156874
Central Africa,2011,0.5680298466333775,58.20515953350198,12.950085119805744,36.984968602825745,0.5491071428571428,102.81428571428572,618.0681471428571,,41.557282003710576,36.94097312289423,35.84285714285714,56.14774705714286,0.12496269095156874
Central Africa,2012,0.5717493726128967,56.85395626599584,14.9135825136665,36.604788069073784,0.5491071428571428,102.84285714285714,595.2120542857143,,41.1299938157081,37.279849481949974,36.800000000000004,61.424837162857145,0.1274094803347474
Central Africa,2013,0.575468898592416,55.639823280498725,15.71268565949417,36.778178963893254,0.5714285714285714,102.82857142857142,586.1262800000001,,40.486435786435784,37.621807432623775,36.91428571428571,66.47425291428571,0.12985626971792608
Central Africa,2014,0.5818512180844019,54.42569029500161,17.92709101481183,36.951569858712716,0.5714285714285714,102.82857142857142,573.5853457142857,,39.84287775716347,37.966647055721914,36.17142857142857,69.74833617714286,0.13230305910110474
Central Africa,2015,0.5834146766763925,55.26087332980686,17.901673527053468,37.186185243328104,0.5714285714285714,102.82857142857142,557.9255014285715,,38.94319727891156,38.249639636400566,38.457142857142856,68.97128909714286,0.1469096638971851
Central Africa,2016,0.5897969961683783,56.09605636461212,17.72787011083322,37.420800627943485,0.5714285714285714,102.84285714285714,551.4603185714286,,38.13713151927438,38.53429953288609,39.271428571428565,67.04532711285715,0.16151626869326546
Central Africa,2017,0.5933981624805301,56.93123939941737,17.67411253165094,37.655416012558874,0.6026785714285714,102.84285714285714,549.7600071428571,,37.331065759637184,38.820415019528134,39.9,64.85355929714287,0.17612287348934583
Central Africa,2018,0.5969993287926818,57.766422434222626,16.916716774255185,37.92574568288854,0.6354166666666666,102.84285714285714,534.69893,,36.525,39.01672274318538,41.07142857142857,64.77428902,0.1726697052163737
Central Africa,2019,0.5976385581744598,58.60160546902788,17.635134652628906,38.07311616954474,0.6354166666666666,102.82857142857142,517.1906799999999,,36.18730158730159,39.09986715761762,41.228571428571435,67.64913854142857,0.1692165369434016
Central Africa,2020,0.5976385581744598,58.58131390700641,18.18957457485596,38.22048665620094,0.6488095238095237,102.87142857142858,516.3878728571428,,36.05079365079365,39.15966635833048,42.5,70.01705309857142,0.16576336867042948
Central Africa,2021,0.5976385581744598,58.643896466506135,18.45166738023881,38.20357142857143,0.6488095238095237,102.85714285714286,516.3878728571428,,35.91428571428572,39.25078664855873,43.27142857142858,71.16641883285715,0.16231020039745742
Central Africa,2022,0.5976385581744598,58.791907801290584,21.595249789672163,38.199999999999996,0.6949404761904762,102.88571428571429,516.3878728571428,,35.91428571428572,39.37953902651355,44.642857142857146,74.91667865857143,0.16399209520646504
Central Africa,2023,0.5976385581744598,58.791907801290584,22.45918129198117,38.199999999999996,0.7083333333333333,102.87142857142858,516.3878728571428,,35.91428571428572,39.37953902651355,44.642857142857146,74.91667865857143,0.16399209520646504
Central Africa,2024,0.5976385581744598,58.791907801290584,24.191972226847756,38.199999999999996,0.7083333333333333,102.88571428571429,516.3878728571428,,35.91428571428572,39.37953902651355,44.642857142857146,74.91667865857143,0.16399209520646504
Central America,1995,0.925993670534951,52.431898920036424,11.494435473535708,12.685714285714285,0.5755208333333333,104.4375,87.2203925,7.491547954567207,30.6375,77.12484698878492,77.27045418536377,0.333391722125,0.23959606140851974
Central America,1996,0.925993670534951,52.57003362760551,11.494435473535708,12.685714285714285,0.5872395833333333,104.5125,87.2203925,7.491547954567207,30.503125,77.12484698878492,77.99758493572998,0.5795268140000001,0.23959606140851974
Central America,1997,0.925993670534951,52.91709675695893,11.494435473535708,12.685714285714285,0.5872395833333333,104.5625,87.2203925,7.491547954567207,30.36875,77.12484698878492,79.12300948742676,0.9071333135,0.23959606140851974
Central America,1998,0.925993670534951,52.865840925577096,12.284986068773803,12.685714285714285,0.5989583333333333,104.6125,87.2203925,7.491547954567207,30.234375,77.12484698878492,79.66693387023925,1.89709425225,0.23959606140851974
Central America,1999,0.925993670534951,52.80992081001675,13.588414635025032,12.685714285714285,0.5989583333333333,104.675,87.2203925,7.491547954567207,29.808333333333334,77.12484698878492,80.20243201354981,4.49758111625,0.23959606140851974
Central America,2000,0.925993670534951,52.91249523628164,11.700515217500188,12.685714285714285,0.6028645833333333,104.675,87.2203925,7.491547954567207,29.479166666666668,77.12484698878492,81.6875,8.030397350375,0.23959606140851974
Central America,2001,0.9265763645835029,52.88811397247123,12.002533417109886,12.835714285714285,0.6263020833333333,104.7375,85.24494625,7.491547954567207,29.15,77.64210568141573,81.775,11.471880542875,0.23959606140851974
Central America,2002,0.9271590586320548,52.9797639120078,10.962097035131094,12.060714285714285,0.6341145833333333,104.8,81.33418125,7.491547954567207,29.020454545454545,78.22816449033422,82.8625,13.964747796,0.23959606140851974
Central America,2003,0.9268108115837889,53.320221143261215,13.846267183898284,12.62142857142857,0.6341145833333333,104.775,81.9230475,7.491547954567207,28.89090909090909,78.83043504891477,83.8625,17.738490532375,0.23959606140851974
Central America,2004,0.9264625645355229,52.809015828821536,15.061325185857253,11.396428571428572,0.6380208333333333,104.7375,79.40017125,7.491547954567207,28.761363636363637,79.42230551346616,83.8125,25.426251141999998,0.23959606140851974
Central America,2005,0.9295401644517581,53.41026591205675,16.237568693414225,10.935714285714285,0.6380208333333333,104.7125,78.29107375,7.491547954567207,28.631818181818183,80.00790265782483,84.2625,33.6374177225,0.23959606140851974
Central America,2006,0.9266677740992088,53.33367984465616,18.80213378099384,9.642857142857142,0.6458333333333333,104.75,73.09940625,7.4011000102928834,28.502272727272725,80.59000127856572,86.8125,46.20000948375,0.23959606140851974
Central America,2007,0.948602697119197,53.45698686161077,19.026767644800408,7.860714285714286,0.6614583333333333,104.7875,71.12776375,7.310652066018559,28.26439393939394,81.16822547947214,86.25,63.60149671,0.23959606140851974
Central America,2008,0.9490238541191773,53.85949613554584,20.025470281953638,7.864285714285714,0.6614583333333333,104.7875,68.32974,7.220204121744235,28.026515151515152,81.74822393054274,87.175,78.4638258975,0.23959606140851974
Central America,2009,0.9534084181532952,54.107762763538965,19.96779217194995,7.0321428571428575,0.6888020833333333,104.8125,63.57309,7.129756177469911,27.788636363636364,82.32390196146275,87.75,93.06459683874999,0.23959606140851974
Central America,2010,0.9615162351044005,54.465007305123365,19.00664925358984,6.817142857142857,0.6927083333333333,104.8125,61.948565,7.039308233195587,27.550757575757576,82.8928723387055,89.0,102.8645156075,0.23959606140851974
Central America,2011,0.9586636991466468,53.67357519239977,19.166234123407694,6.4592857142857145,0.6927083333333333,104.8,60.545215,6.948860288921263,27.312878787878788,83.45655037285943,89.8125,107.8974592525,0.23959606140851974
Central America,2012,0.958025715681572,55.934207201915356,21.965426645422003,6.672857142857143,0.6927083333333333,104.7625,58.4950075,6.858412344646939,27.075,84.01634372563738,90.525,109.47928661875,0.2824298633883397
Central America,2013,0.9666757934673524,55.01231570628963,24.449755833572848,5.807857142857143,0.6966145833333333,104.7375,57.51196375,6.981926754285617,27.044642857142858,84.5712279128937,91.3875,117.07274428,0.32526366536815965
Central America,2014,0.9763840300030688,54.235701888207025,25.330528126566477,5.5,0.7252604166666666,104.725,57.565095,7.105441163924296,27.014285714285716,85.12141014113227,91.5125,114.24171296749999,0.36809746734797955
Central America,2015,0.969794297439973,54.545242646713106,26.081324939099332,4.992857142857143,0.7604166666666666,104.7,58.413852500000004,7.228955573562974,26.98392857142857,85.66596934367728,92.6125,114.06730114999999,0.3760639739533265
Central America,2016,0.9687921108930478,54.49343798870552,27.338013911957027,5.1000000000000005,0.77734375,104.65,57.59170125,7.352469983201652,26.99107142857143,86.19921266670443,93.5,114.88960167625,0.38403048055867356
Central America,2017,0.9740988640100356,53.93801656121964,27.768059044204815,4.985714285714286,0.78125,104.65,58.99466,7.475984392840331,26.998214285714287,86.63339466975373,93.5875,118.30736744,0.39199698716402054
Central America,2018,0.978047977243585,55.68576543617678,27.182121544204815,4.885714285714285,0.78515625,104.6,60.20485625,7.599498802479009,27.005357142857143,87.06495322898328,94.0875,116.2218313175,0.38651486542075875
Central America,2019,0.9643754722763349,55.844846004406975,29.880167347712387,4.514285714285714,0.78515625,104.5625,61.8184075,7.599498802479009,27.0125,87.43927951501922,94.4375,111.85420582,0.3810327436774969
Central America,2020,0.9648137614799173,52.62945892197645,31.323683984508264,4.864285714285714,0.7890625,104.55,68.55310125,7.599498802479009,27.0125,87.79486074235402,95.85,110.72930904375,0.3755506219342351
Central America,2021,0.9597336626798912,54.282817468431006,32.32472129165626,4.807142857142857,0.79296875,104.5375,68.55310125,7.599498802479009,27.0125,88.15395410845697,96.15,117.14648285625,0.37006850019097326
Central America,2022,0.9605012077322032,54.72900658970615,32.81578907472245,4.685714285714285,0.79296875,104.55,68.55310125,7.599498802479009,27.0125,88.40470808371334,96.7,118.07672532875,0.3694390282034874
Central America,2023,0.9618222754194229,56.479459840753194,33.74580077924078,4.7,0.80078125,104.5375,68.55310125,7.599498802479009,27.0125,88.40470808371334,96.7,118.07672532875,0.3694390282034874
Central America,2024,0.9618222754194229,56.909279844270436,34.07046210524732,4.7,0.80078125,104.525,68.55310125,7.599498802479009,27.0125,88.40470808371334,96.7,118.07672532875,0.3694390282034874
Central Asia,1995,0.9470721670275122,52.658298642940565,8.585568894612221,42.25,0.5546875,106.44000000000001,55.891290000000005,8.011854214589734,15.14,88.84256190028194,99.17999999999999,0.0088386952,0.14379869401454926
Central Asia,1996,0.9473689626487565,52.658298642940565,8.585568894612221,42.25,0.5625,106.38,55.891290000000005,8.011854214589734,14.934999999999999,88.84256190028194,99.03842315673828,0.0205814332,0.14379869401454926
Central Asia,1997,0.9476657582700007,52.658298642940565,8.585568894612221,42.25,0.59375,106.32000000000001,55.891290000000005,8.011854214589734,14.638461538461538,88.84256190028194,99.00984313964844,0.0410997258,0.14379869401454926
Central Asia,1998,0.947962553891245,52.658298642940565,8.585568894612221,42.25,0.6171875,106.28,55.891290000000005,8.011854214589734,14.163256410256409,88.84256190028194,98.98918487548829,0.0810212458,0.14379869401454926
Central Asia,1999,0.9482593495124891,52.658298642940565,8.585568894612221,42.25,0.6328125,106.24000000000001,55.891290000000005,8.011854214589734,13.688051282051282,88.84256190028194,98.53593933105468,0.1280689628,0.14379869401454926
Central Asia,2000,0.9507879960370506,52.658298642940565,10.306246450571084,42.25,0.6328125,106.17999999999999,55.891290000000005,8.011854214589734,13.325346153846152,88.84256190028194,99.38,0.3746171238,0.14379869401454926
Central Asia,2001,0.9532400575411077,52.658298642940565,12.87707823507601,40.95,0.65625,106.14000000000001,52.740724,8.011854214589734,12.931062078272607,89.10108024798785,99.4,1.0118727214,0.14379869401454926
Central Asia,2002,0.9556921190451648,52.658298642940565,12.688939447801873,39.3,0.65625,106.14000000000001,50.44595399999999,8.011854214589734,12.536778002699055,89.44182587577893,99.62,1.7715620004000001,0.14379869401454926
Central Asia,2003,0.958144180549222,52.658298642940565,12.171698068491528,37.525,0.65625,106.2,47.452188,8.011854214589734,12.142493927125505,89.78179109916667,99.67999999999999,2.6999501518000004,0.14379869401454926
Central Asia,2004,0.9605962420532792,51.71178468482799,12.171698068491528,28.407894736842106,0.6875,106.24000000000001,45.476977999999995,8.011854214589734,11.748209851551957,90.12775425657823,99.36,5.1980279426,0.14379869401454926
Central Asia,2005,0.9630483035573363,50.76527072671542,8.976839134322248,28.499122807017542,0.6953125,106.24000000000001,45.016774,8.011854214589734,11.353925775978407,90.52939059735532,99.52000000000001,10.718288178,0.14379869401454926
Central Asia,2006,0.9655003650613935,49.818756768602846,12.114390976957631,23.51535087719298,0.7421875,106.24000000000001,41.60353,8.011854214589734,10.959641700404859,90.93061544647648,99.32000000000001,23.486034032200003,0.14379869401454926
